seed,min_p_val
460507,2.689779313682644e-06
235222,2.1472555365562888e-05
56226,5.232822158999733e-06
306176,0.00039385143894377973
835974,0.00039825836808812234
38045,1.55628066565245e-05
349475,1.1789502713244039e-05
873458,0.00020322110081364707
10090,5.590184792209031e-05
627606,7.40102347544867e-05
512378,0.00027773799650494205
914650,0.00045446539168267174
437907,2.3188311524948753e-05
567287,1.5599285627170388e-05
952783,0.00013135219489017173
522816,4.857812436372673e-06
279066,9.469599129762356e-05
710651,1.1728757944137122e-05
526309,0.00022057403408948353
378298,5.6201129617520235e-05
568743,7.204755334508497e-05
484709,4.18653181697555e-06
732423,9.668849110302185e-05
664629,9.154640550166016e-05
838056,0.000185365284360826
832591,8.997084316315063e-05
364733,1.586968965982052e-05
15846,0.00016482760940112205
959580,3.490075091555209e-05
911294,9.804517704046578e-05
860620,1.6534712020335722e-05
815589,1.1093228166545426e-05
229333,3.0504384579795203e-05
829980,0.0002807636101789197
28648,5.6742025999046794e-05
478175,0.00010479921576368842
193193,9.500310195100951e-06
115202,2.5746123486241564e-05
18391,0.0001133532114720752
358563,2.899705780240877e-05
144713,0.0003938802662546796
549542,0.00021160585064205673
178878,8.792555398509766e-05
354404,0.000179682264198362
874453,0.00010382262899277004
60947,8.319952595355251e-05
166877,3.334385888108458e-05
976807,3.8715466918729366e-05
754095,2.6570183593522832e-05
272887,1.8908524792340426e-05
741196,0.00037672220981502117
682201,2.3827486588210558e-05
232985,5.7109147301234556e-05
431284,0.00010829365727587315
921561,4.930539574250164e-06
680437,0.0005605406895901956
22777,5.3755992294271955e-05
306187,0.0001040070700168705
61125,9.890842221208723e-05
878739,0.00010703609505103792
20545,3.343971072794326e-06
330196,4.713955064283814e-05
805786,2.7835928704649245e-05
541226,1.7947965354538304e-05
534928,0.00015953124367513587
431219,1.9435160723581626e-05
239668,2.758095313253731e-06
381523,0.00019551955783447066
694687,3.5809906040536524e-05
971195,0.0001494818139084384
216555,4.1254135295758275e-05
956383,0.00028602952455917673
173730,3.4604176898786285e-05
53539,4.420106744735417e-05
288204,1.825130321698978e-05
156471,4.0581321873234036e-05
116733,0.00047705602249396877
746756,0.00010877624683405821
580343,0.0002212412909394963
825217,6.93317513181069e-05
612789,0.00020912991045891002
415892,0.00015414730059988674
853937,0.00019243736512871402
872515,9.711905932772961e-05
647044,1.2883028257750396e-05
757465,4.4830334215247514e-05
621661,6.968941350969166e-05
17676,1.7073240409884878e-06
418260,1.1191183769735818e-05
547312,5.027873771454864e-05
940153,0.00010736039176665395
698248,2.0603830275301527e-05
604187,6.886047324147894e-06
729779,8.275641073921069e-05
321611,4.634386311423746e-06
454418,2.9261742522397815e-05
65239,9.652473533834149e-05
755418,1.0518841802375519e-05
905185,1.4968941741388334e-05
343599,4.336736913781286e-06
