seed,min_p_val
150448,3.087206499456311e-05
708856,2.6259066147571778e-06
841357,1.0820846754804633e-05
842819,0.00017989142143017277
639424,6.651928990372534e-05
448473,5.862329684471937e-06
274264,2.4574085088254116e-05
679063,3.9874181401061596e-05
877626,5.9240227576604394e-05
790217,3.4423182176928286e-05
48601,5.177735709794173e-05
293214,0.00011071626892114942
915607,2.474301779774289e-07
854519,1.1353553297423514e-05
567926,1.4113040272480697e-06
205500,1.3977490279681774e-05
103434,4.294829229819459e-06
611729,0.00014513916962600242
766696,0.00019904100872888164
868341,2.0133998649039286e-05
944080,0.0001399546598568186
631272,2.087768490072787e-05
423159,3.949072020239532e-05
795170,3.892940674446384e-05
934348,0.0004545529207787125
115145,0.0009719348867476649
655967,1.4127332079721801e-05
307229,5.3418660095639235e-06
882420,1.1386785594815887e-05
819580,4.569598274259667e-05
7676,2.705914071391421e-05
519151,0.00038731549433096
45120,0.00013654953233901211
926261,2.356738927041793e-05
3689,0.00020499435497675191
499761,0.0004371650493566431
132075,3.3389986720627367e-06
461105,3.9673381967620766e-05
700427,8.298785981044224e-05
835312,0.00014121528846953722
884058,0.0005316205450789815
455672,0.00013578101857878797
599745,2.641265455367656e-05
610873,3.0153829595544178e-05
972785,9.004512621469431e-06
218139,0.00011640568824232828
980061,0.00011595126384650437
157171,0.00017164753069666495
750960,9.062641693149806e-05
613096,0.00010256912173915284
502221,0.00017184265498226616
250666,0.0005835067844715893
742790,0.00021530625602456875
455833,8.80526595291363e-06
468548,2.7760142507876436e-05
782324,5.838563272563034e-05
706005,4.4340801776369925e-06
275233,0.00019173304237921375
684537,0.00022292947828195
682964,0.0001893229795435287
692004,9.184278343195637e-05
319687,8.047610388263696e-05
225513,7.311072531072829e-05
261325,4.2792818879360994e-05
29436,6.310201413542713e-06
711014,0.0002859922967834407
680061,0.00022548523389077514
631006,0.0001621449356054835
880869,0.00010763130987903278
257322,0.0003642732448014346
803406,2.968826103921007e-05
643153,0.0004224885407588458
626013,9.345081190487605e-05
636200,0.00021275059595343633
552175,0.0004730155659092074
515956,1.1323427709701071e-05
146050,5.616082060404711e-05
671831,8.31988779072754e-05
619791,1.64546729194136e-05
876018,0.00013666317854175224
576250,1.325475107278568e-05
232688,3.830988427764504e-05
740888,0.0003890269263807031
826431,3.903047496924785e-05
630335,0.0001749450531324986
791599,3.204203502829935e-05
320439,3.1853095366038466e-05
592795,2.931770178068574e-06
890533,0.0010314078472842842
591154,0.00045464254851913154
342612,0.00022401524499670466
741756,3.251157637399332e-05
707647,2.840702353826535e-05
189143,5.261504593167858e-06
760330,4.6421004195792634e-05
396697,4.354632720076077e-05
435112,3.545967188952828e-06
388006,0.00012845742172742477
612065,0.00012685750831727667
611656,0.0005944356439587876
