seed,min_p_val
583344,0.00023788803705550798
947157,1.1381194088759441e-05
835027,4.877777347565204e-05
838041,2.18963918315924e-05
723901,0.00010956797629203492
711848,2.2810225450114296e-05
938853,6.06136199922545e-05
368869,5.940694291036563e-06
578040,3.4491929666829974e-05
590193,0.00024000511713563382
685282,3.6306235816213786e-05
283199,1.4807559895238958e-05
799377,0.00010705030528272241
906304,4.973351394430823e-05
664760,4.7803922830285397e-05
704554,5.119858504700615e-05
176234,6.428402555107986e-05
307229,7.187374588127846e-05
373737,0.00016641309128282675
152237,7.913898631458289e-05
225801,0.00015345316161966552
502192,0.0001648330376058426
236484,6.361238154526811e-06
493900,7.611406580453893e-05
70531,0.00011651072108291339
805254,0.0001164272722026394
576548,3.1864024242648225e-05
824465,0.00017597079644813486
787272,0.0003092581268148825
269645,3.9463764720184296e-05
898126,2.442916595203838e-06
640451,0.00019461842341183044
493653,7.963454419333595e-05
916303,0.00019520968091700787
125184,4.268948201217842e-05
225094,2.9933536901386075e-05
968012,6.631869955949663e-05
213347,2.7599597114126466e-05
729014,0.00013339317900582564
188770,3.781709837686826e-05
729141,6.11320477770452e-05
200777,7.033580273720747e-06
606697,8.405018871132213e-05
34073,2.681390715515636e-05
741704,0.00040145818780180546
781539,1.1785688789944599e-05
737532,0.00020788664833673877
673055,1.4045029579211002e-05
667188,1.8877844416009791e-06
754133,1.7840525031479266e-06
999448,5.492940553925252e-05
693888,0.00045214045145232075
3697,8.318698865380043e-06
420464,8.121306375801513e-05
815156,1.680957777323985e-05
757156,1.5825009106135176e-05
854815,0.00021186991002480207
443802,1.7592402582865912e-06
856852,0.0001187607178612779
583757,7.517931659703543e-05
214710,8.558495926499891e-05
876979,2.2836013844876296e-06
23614,8.09711576298305e-05
210551,3.058473909003635e-05
638600,1.4347152264494441e-05
40676,3.8661065114617945e-06
351755,3.7285025258636137e-06
821097,5.228211486927295e-05
885438,0.00025689487996754834
382563,0.0003787686193701954
576483,2.7794983165877702e-05
993314,2.5418062277995946e-06
869687,1.8110926167134273e-06
468415,6.489837691741528e-05
754180,0.00012656588870502302
344756,8.316517266588635e-06
116065,1.5413212209586751e-06
827905,0.00023616828231345176
572574,0.00014738424685325672
33711,0.00015726553474890314
6680,8.63700131229332e-05
914094,4.762883525131193e-06
29122,2.8641196266573512e-05
570685,1.7803807545447588e-05
639127,2.8132602892532274e-06
878595,6.759622451255645e-05
176826,0.0001422576784253099
388137,0.00014355815810332263
41371,1.2843247608187215e-05
403506,2.933907949722081e-05
468212,2.1275862423184054e-05
827667,1.5725681596613713e-05
33829,1.6246331079823794e-05
6734,2.6302411756812735e-05
55733,2.2872266977868507e-05
352907,2.186109061324225e-05
711145,0.00012972781379133128
970895,2.4858423411692766e-05
705173,5.432353123865611e-06
471766,7.579322031316148e-05
