CHR,POS,p_value,test_stat,maf,SE,effect_size
1,3631,0.674076965337371,0.1771906605113185,122.56880733944953,0.00910210782052396,0.0038362875459672773
1,5928,0.15011435392986489,2.080909003575218,186.3577981651376,0.009070237707132053,-0.013062503372539249
1,11649,0.5093758839079539,0.43631181105621525,61.88532110091743,0.015996499982330433,0.010575459587753896
1,23146,0.5807639447166604,0.3056144032688076,1048.960244648318,0.002223289787294589,0.001230399094391201
1,28500,0.4249658059426532,0.638147480232212,4.269113149847095,0.1710251479024566,0.13669784445328667
1,31170,0.7051998013612865,0.14337094009816873,757.1284403669724,0.003918336624699552,0.0014856060455696552
1,33379,0.7810820026758595,0.07736168171255671,2900.249235474006,0.00022535300524299898,-6.276849879020615e-05
1,38752,0.041793725010689176,4.176519165618519,127.065749235474,0.008704637502885103,0.017703221577459703
1,45296,0.7022857409758111,0.14636284609064892,1217.374617737003,0.0026407841640598653,0.001011620635918338
1,47485,0.5136910131297094,0.4274787677009741,2350.493883792049,0.0012197645014887172,0.0007982059369607696
1,50075,0.44022031382677407,0.5971730218785565,2716.2461773700306,0.0007106981604866467,0.0005495456423495815
1,52239,0.8069968154214567,0.059780929773684544,90.36697247706422,0.013736359492825338,-0.0033634127155143093
1,57269,0.41810499860043304,0.6573086328331087,2768.302752293578,0.0005097804683372046,-0.00041351973932280236
1,61905,0.5637386576930209,0.333956676531362,28.85474006116208,0.02854855346135238,0.01651479835681285
1,64166,0.40083640853264035,0.7076715475576424,2125.6819571865444,0.00048158447222329515,0.00040530610833867405
1,70115,0.3840639871287075,0.759705906391519,0.6834862385321101,0.45443601963799085,-0.39623753806559747
1,72339,0.6204723476479768,0.2456745535242925,506.79969418960246,0.006640569066664433,0.003295250396835229
1,73931,0.14758333332687387,2.1070812278849806,830.5152905198777,0.0022049313541133877,0.0031952109750387793
1,75583,0.002773298855811704,9.089453052611171,345.8211009174312,0.005414768454073213,0.016125982448825935
1,83045,0.037060982774379074,4.383593166815494,56.596330275229356,0.01054231632114166,-0.02195881916769147
1,86515,0.6048627327902056,0.2682466663348298,24.25382262996942,0.04374523795492799,-0.022682238656631364
1,88898,0.010190511111178286,6.679138939519533,152.0749235474006,0.011297919754090927,0.028947325593692952
1,91376,0.19165281232766535,1.7119832143593545,438.5489296636086,0.005908270918492035,-0.007722117764538113
1,95987,0.6637912758456737,0.1892968333331296,44.90519877675841,0.03811776144942537,-0.01660503291528618
1,97456,0.6134417472039407,0.2556868150207257,418.4908256880734,0.00863624293034373,0.004371951823504408
1,99894,0.39891774825700743,0.7134635252872937,652.7996941896024,0.0024523806682575527,-0.002072357686999542
1,104491,0.7877846195424106,0.07258212335717082,33.47553516819572,0.027330264403380683,0.007373561338398891
1,108946,0.4900978877428086,0.47739489896944104,387.6070336391437,0.0048364384644236195,-0.003344359364937836
1,114286,0.6600370153972042,0.19383428561542287,199.78134556574923,0.008892195276888153,-0.003919782224309171
1,116943,0.5277473940975581,0.399586328903029,1310.5107033639144,0.0012214195079876479,-0.0007728059630567062
1,120154,0.6758553477138729,0.17514528869145016,0.9143730886850153,0.3495352283089616,0.14646717713641233
1,121067,0.26552825019192206,1.2439860667684823,6022.064220183486,0.00038595346655697407,-0.0004303088188958611
1,132328,0.003164884016570069,8.841393873929823,191.5382262996942,0.005704326036700186,-0.016761134720163322
1,136124,0.14927864092745222,2.0894950374553543,319.87920489296636,0.009226468238714574,-0.013314708564637512
1,138513,0.010554320828082907,6.6153336368594315,13.241590214067278,0.04305769296697129,0.10980399234688647
1,141971,0.9654657686151573,0.0018774146200569949,240.6039755351682,0.008999297926481053,-0.0003905301718507507
1,143564,0.04592229976088094,4.0151707081677035,41.63914373088685,0.027160604591065916,0.05417417153305931
1,147153,0.6704832381832277,0.1813666941539851,12.741590214067278,0.0659102973926207,-0.02810463916397922
1,148120,0.7714105144670214,0.08454885135637973,81.71559633027523,0.010030342243929185,-0.002920654894712886
1,154492,0.10209753713196054,2.687632623061924,254.5091743119266,0.00521429858640999,0.008526280639142127
1,156801,0.04744753560182668,3.9594154398282524,912.3195718654434,0.0021605996330110924,-0.004279839410147798
1,159856,0.3875131077620022,0.7487419090466078,458.63149847094803,0.00663596083219179,-0.005744302626111119
1,163419,0.9803315431057839,0.0006087191807419158,117.31804281345566,0.012066341112962455,-0.00029816097831129526
1,166589,0.8852075515201978,0.020875733473631353,4.626911314984709,0.0582639911637536,-0.00843090653572641
