seed,min_p_val
658058,4.854641861940714e-06
358610,1.6553639996420923e-05
704835,4.002528189384017e-05
831462,1.3029396155264349e-06
348552,5.1159522952095266e-05
151525,1.2674320584640365e-05
165723,0.00011429778572720805
734060,2.027774536195144e-05
578307,1.76494295140386e-05
657552,4.927060613418027e-06
169177,2.9199983376483148e-05
821347,9.228604751382734e-05
141312,4.8616037370772875e-05
490732,0.0001459063718606213
872120,3.369142191635573e-05
36653,0.00013078661939152142
499383,0.00020776268314343134
527915,1.4321702631231449e-06
102259,7.512888072266258e-06
95107,0.00014614801837325715
99939,2.0880496279663256e-05
734699,5.143779711242946e-07
916591,0.0005905579040201241
907407,3.08576222670363e-05
782460,9.695646395204045e-05
560698,3.0288321619888852e-05
809977,0.00017300525993443468
476950,1.0471751137778741e-05
645250,2.3711801740987165e-05
120463,2.169630105140494e-05
330774,0.00019208951352279752
381471,1.5486232343678233e-05
993152,1.805135794013619e-05
384559,0.00027082183895927887
540833,0.00030567243200506144
701371,7.471172225360725e-05
933744,3.24221620782878e-07
683178,1.1693624888496162e-06
708755,6.749202498698915e-07
545166,6.135624498533458e-05
153338,7.676225066180119e-05
909516,0.0009179340274647225
397718,5.446706639391748e-05
787514,0.00011013510849181264
572349,8.195628225565902e-06
281972,0.00029954847311501734
155674,0.0001520953961307898
720546,5.85165977807601e-05
849164,8.544725326042557e-05
870719,0.00034957798498296694
734779,0.00011307848529153473
64427,4.367668265759198e-06
522850,0.00023341691568800628
130506,0.00024339293596680196
982941,3.423766600845787e-05
68792,7.383299143833268e-06
251597,8.537745691050026e-05
842707,0.00016067525693035163
924336,0.00016408277535012765
123181,4.737533240203353e-05
197118,0.00022734509239825894
461469,0.00010011636278538283
432762,1.2385553135656877e-05
316264,6.971110088335536e-05
431003,1.1231919351842708e-05
964088,3.569698625931407e-05
549099,3.480775835568862e-06
157430,0.00040031404164575995
952881,2.766795697181945e-05
541605,8.209460720816406e-06
630896,2.382068622461364e-05
110240,5.312904101726225e-05
250443,4.3220789075628105e-06
838217,2.8975849018419147e-05
863910,1.0664128512118388e-05
970209,4.415446434488345e-05
216290,6.77407718434892e-06
539211,9.231545684697929e-06
382665,5.6669539292365846e-05
458233,4.994573594822432e-06
649587,2.8772922603059178e-05
571070,2.4831320916085853e-05
712631,2.616679611179289e-05
494187,0.00010281109527624118
520816,0.00039706316344887213
665204,9.48112993366212e-05
749519,0.0004868630073578925
411324,4.032281204676689e-05
113214,2.5316106256466003e-06
541754,2.5177532505764418e-05
595899,7.690141707381475e-05
821982,1.5985501083009335e-05
424086,0.00010042428776146017
943182,2.0387981332367695e-05
667892,3.276884532697144e-05
75377,5.0450865564375775e-05
157446,2.2871820835749135e-05
939262,4.2041980539788205e-05
453825,0.00016870559878839612
615726,0.00016205235151635374
